Time,No Filter,,,Moving Average,,,,,,,,,Complementary,,,,,,,,,GOAT
,,,,,10,,,15,,,20,,,0.48499999999999999,,,0.34999999999999998,,,0.20000000000000001,,
0,0.29281616210900002,0.26138305664099998,0.25650024414099998,0.26618957519500003,0.26260375976599998,0.29281616210900002,0.26741027832000003,0.26260375976599998,0.25772094726599998,0.26618957519500003,0.25772094726599998,0.26260375976599998,0.25047302246100001,0.27107238769500003,0.25047302246100001,0.29525756835900002,0.26138305664099998,0.26618957519500003,0.25169372558600001,0.26016235351599998,0.25413513183600001,0.26016235351599998
0.050000000000000003,0.34606933593799999,0.32066345214800002,0.29159545898400002,0.32913208007799999,0.30975341796900002,0.34965515136699998,0.31333923339800002,0.28915405273400002,0.28678894042999997,0.29525756835900002,0.28190612792999997,0.28190612792999997,0.30372619628899999,0.31944274902300002,0.30250549316399999,0.30128479003899999,0.33393859863300002,0.33027648925800002,0.279541015625,0.28068542480499997,0.30128479003899999,0.29403686523400002
0.10000000000000001,0.35331726074199998,0.36293029785199998,0.37750244140599998,0.36781311035199998,0.37261962890599998,0.38352966308600001,0.35934448242200001,0.34606933593799999,0.32546997070299999,0.32546997070299999,0.32669067382799999,0.30731201171900002,0.34965515136699998,0.37872314453099998,0.34965515136699998,0.33996582031200001,0.36537170410199998,0.38108825683600001,0.31455993652300002,0.31944274902300002,0.35331726074199998,0.32913208007799999
0.14999999999999999,0.41374206542999997,0.42098999023400002,0.39924621582000003,0.41374206542999997,0.41618347167999997,0.46333312988300002,0.38833618164099998,0.38230895996100001,0.38352966308600001,0.37506103515599998,0.35812377929700001,0.35934448242200001,0.38719177246100001,0.41740417480499997,0.38955688476599998,0.38955688476599998,0.41015625,0.42945861816399999,0.36903381347699998,0.37872314453099998,0.37986755371100001,0.38352966308600001
0.20000000000000001,0.50323486328099998,0.49842834472699998,0.44517517089800002,0.49598693847699998,0.45852661132799999,0.51658630371100001,0.45608520507799999,0.42831420898400002,0.42343139648400002,0.411376953125,0.39321899414099998,0.39802551269500003,0.46699523925800002,0.46821594238300002,0.48027038574199998,0.41740417480499997,0.47790527343799999,0.50209045410200004,0.40168762207000003,0.42465209960900002,0.43678283691399999,0.42709350585900002
0.25,0.49476623535199998,0.51902770996100001,0.51414489746100001,0.5419921875,0.53596496581999997,0.55282592773399997,0.51536560058600001,0.49720764160199998,0.47302246093799999,0.45730590820299999,0.45730590820299999,0.43556213378899999,0.52383422851600003,0.54679870605500003,0.52627563476600003,0.45249938964800002,0.53352355956999997,0.538330078125,0.45974731445299999,0.48271179199199998,0.48995971679700001,0.48027038574199998
0.29999999999999999,0.56015014648399997,0.58067321777299996,0.57586669921900002,0.58670043945299999,0.57464599609400002,0.61576843261699998,0.54679870605500003,0.53955078125,0.5419921875,0.52986145019499997,0.50811767578099998,0.50933837890599998,0.56617736816399999,0.59280395507799999,0.56617736816399999,0.53108215331999997,0.57945251464799996,0.58433532714799996,0.53474426269499997,0.538330078125,0.53230285644499997,0.55046081543000003
0.34999999999999998,0.60607910156199996,0.64964294433600001,0.62545776367200001,0.66291809081999997,0.62057495117200001,0.66413879394499997,0.61332702636699998,0.59036254882799999,0.58433532714799996,0.56617736816399999,0.55526733398399997,0.55168151855500003,0.63629150390599998,0.64476013183600001,0.63873291015599998,0.58670043945299999,0.64964294433600001,0.66535949706999997,0.57098388671900002,0.58189392089799996,0.59638977050800002,0.59638977050800002
0.40000000000000002,0.65444946289100003,0.68107604980500003,0.67741394043000003,0.70281982421900002,0.68588256835899997,0.70159912109400002,0.66291809081999997,0.66047668456999997,0.63514709472700004,0.61088562011699998,0.61454772949199998,0.59158325195299999,0.673828125,0.69198608398399997,0.68351745605500003,0.64964294433600001,0.69679260253899999,0.69801330566399999,0.62179565429700001,0.62782287597700004,0.64964294433600001,0.63270568847700004
0.45000000000000001,0.70526123046900002,0.74638366699199998,0.73066711425800002,0.72463989257799999,0.71617126464799996,0.74157714843800004,0.69435119628899999,0.69076538085899997,0.69198608398399997,0.672607421875,0.65933227539100003,0.66291809081999997,0.71975708007799999,0.73425292968800004,0.72341918945299999,0.66658020019499997,0.72463989257799999,0.72822570800800002,0.68351745605500003,0.68588256835899997,0.68710327148399997,0.70281982421900002
0.5,0.72097778320299999,0.76812744140599998,0.73310852050800002,0.76698303222700004,0.74516296386699998,0.77659606933600001,0.73669433593800004,0.72700500488300002,0.72219848632799999,0.70526123046900002,0.70404052734400002,0.69679260253899999,0.77659606933600001,0.78025817871100001,0.77178955078099998,0.71128845214799996,0.77903747558600001,0.77423095703099998,0.71617126464799996,0.71495056152299996,0.72700500488300002,0.73310852050800002
0.55000000000000004,0.76332092285200004,0.79353332519499997,0.79116821289100003,0.79231262206999997,0.78269958496100001,0.79597473144499997,0.76454162597700004,0.76087951660200004,0.75607299804700001,0.72341918945299999,0.73425292968800004,0.73547363281199996,0.79597473144499997,0.79353332519499997,0.79841613769499997,0.76698303222700004,0.79841613769499997,0.804443359375,0.74272155761699998,0.74638366699199998,0.76210021972700004,0.76454162597700004
0.59999999999999998,0.77056884765599998,0.82984924316399999,0.79841613769499997,0.804443359375,0.80322265625,0.81657409668000003,0.77781677246100001,0.76812744140599998,0.77178955078099998,0.75851440429700001,0.75119018554700001,0.75485229492200001,0.80810546875,0.806884765625,0.82015991210899997,0.77545166015599998,0.81535339355500003,0.82382202148399997,0.78269958496100001,0.78750610351600003,0.79475402831999997,0.79116821289100003
0.65000000000000002,0.78628540039100003,0.82862854003899999,0.82015991210899997,0.81413269043000003,0.8056640625,0.82260131835899997,0.79719543456999997,0.79231262206999997,0.78628540039100003,0.77423095703099998,0.76812744140599998,0.77423095703099998,0.804443359375,0.81291198730500003,0.81169128418000003,0.78147888183600001,0.82618713378899999,0.83465576171900002,0.81413269043000003,0.8056640625,0.79841613769499997,0.81169128418000003
0.69999999999999996,0.75363159179700001,0.83106994628899999,0.80810546875,0.80810546875,0.80810546875,0.81657409668000003,0.79353332519499997,0.79719543456999997,0.79841613769499997,0.78025817871100001,0.78384399414100003,0.78384399414100003,0.81771850585899997,0.82504272460899997,0.806884765625,0.81535339355500003,0.83229064941399999,0.83587646484400002,0.80924987793000003,0.81535339355500003,0.804443359375,0.82862854003899999
0.75,0.75607299804700001,0.80810546875,0.806884765625,0.78872680664100003,0.79353332519499997,0.79353332519499997,0.78384399414100003,0.78750610351600003,0.79116821289100003,0.78025817871100001,0.78506469726600003,0.79597473144499997,0.82618713378899999,0.82015991210899997,0.81893920898399997,0.81535339355500003,0.82504272460899997,0.83709716796900002,0.81291198730500003,0.82382202148399997,0.80924987793000003,0.82015991210899997
0.80000000000000004,0.75607299804700001,0.75363159179700001,0.806884765625,0.75851440429700001,0.77781677246100001,0.75485229492200001,0.77178955078099998,0.77423095703099998,0.78025817871100001,0.76812744140599998,0.77178955078099998,0.77545166015599998,0.78750610351600003,0.77781677246100001,0.79353332519499997,0.82382202148399997,0.78506469726600003,0.79475402831999997,0.81291198730500003,0.82382202148399997,0.78384399414100003,0.804443359375
0.84999999999999998,0.71739196777299996,0.75729370117200001,0.73066711425800002,0.72700500488300002,0.74035644531199996,0.72219848632799999,0.73669433593800004,0.75119018554700001,0.75729370117200001,0.75119018554700001,0.75241088867200001,0.75004577636699998,0.74035644531199996,0.72944641113300002,0.75363159179700001,0.78147888183600001,0.74035644531199996,0.75363159179700001,0.77903747558600001,0.77781677246100001,0.76210021972700004,0.78147888183600001
0.90000000000000002,0.69435119628899999,0.68832397460899997,0.70648193359400002,0.69557189941399999,0.70404052734400002,0.6689453125,0.71128845214799996,0.72097778320299999,0.71853637695299999,0.71739196777299996,0.73425292968800004,0.72463989257799999,0.71006774902299996,0.68954467773399997,0.70648193359400002,0.73310852050800002,0.69313049316399999,0.71250915527299996,0.74157714843800004,0.72944641113300002,0.73066711425800002,0.72700500488300002
0.94999999999999996,0.66413879394499997,0.65086364746100001,0.673828125,0.63514709472700004,0.66780090331999997,0.62423706054700001,0.65811157226600003,0.68107604980500003,0.69313049316399999,0.68832397460899997,0.69198608398399997,0.70045471191399999,0.65444946289100003,0.66658020019499997,0.66535949706999997,0.70526123046900002,0.66047668456999997,0.65689086914100003,0.70404052734400002,0.70045471191399999,0.68229675293000003,0.70045471191399999
1,0.62057495117200001,0.60363769531199996,0.58189392089799996,0.58189392089799996,0.60363769531199996,0.57220458984400002,0.61088562011699998,0.61454772949199998,0.65444946289100003,0.65933227539100003,0.670166015625,0.65322875976600003,0.60729980468800004,0.58189392089799996,0.60974121093800004,0.66047668456999997,0.60485839843800004,0.60241699218800004,0.65811157226600003,0.66047668456999997,0.64842224121100001,0.64239501953099998
1.05,0.52986145019499997,0.51292419433600001,0.543212890625,0.5419921875,0.55168151855500003,0.50811767578099998,0.56373596191399999,0.56739807128899999,0.58433532714799996,0.59036254882799999,0.61454772949199998,0.60607910156199996,0.56739807128899999,0.53596496581999997,0.54679870605500003,0.60607910156199996,0.538330078125,0.5419921875,0.60485839843800004,0.57586669921900002,0.59516906738300002,0.58670043945299999
1.1000000000000001,0.49476623535199998,0.47302246093799999,0.49964904785199998,0.46333312988300002,0.51055908203099998,0.45005798339800002,0.50323486328099998,0.5419921875,0.5419921875,0.54801940918000003,0.54557800293000003,0.56373596191399999,0.50323486328099998,0.48271179199199998,0.50445556640599998,0.58792114257799999,0.49118041992200001,0.46943664550800002,0.56373596191399999,0.53474426269499997,0.53230285644499997,0.5419921875
1.1499999999999999,0.44761657714800002,0.41374206542999997,0.41984558105499997,0.41374206542999997,0.43792724609400002,0.406494140625,0.45127868652300002,0.46096801757799999,0.50086975097700004,0.48393249511699998,0.51055908203099998,0.50086975097700004,0.45249938964800002,0.41740417480499997,0.45249938964800002,0.55168151855500003,0.43190002441399999,0.42221069335900002,0.49842834472699998,0.49240112304700001,0.47668457031200001,0.47546386718799999
1.2,0.406494140625,0.37506103515599998,0.404052734375,0.37628173828099998,0.39924621582000003,0.34606933593799999,0.38230895996100001,0.41618347167999997,0.42221069335900002,0.43556213378899999,0.46333312988300002,0.45249938964800002,0.40771484375,0.37139892578099998,0.37506103515599998,0.48751831054700001,0.36659240722699998,0.38475036621100001,0.44639587402300002,0.42343139648400002,0.43556213378899999,0.41740417480499997
1.25,0.35568237304700001,0.33996582031200001,0.35934448242200001,0.31455993652300002,0.34965515136699998,0.30487060546900002,0.36781311035199998,0.35690307617200001,0.38833618164099998,0.39802551269500003,0.39802551269500003,0.411376953125,0.32791137695299999,0.31700134277300002,0.33149719238300002,0.46455383300800002,0.32066345214800002,0.32791137695299999,0.39680480957000003,0.37986755371100001,0.36903381347699998,0.37986755371100001
1.3,0.37750244140599998,0.274658203125,0.2734375,0.274658203125,0.28190612792999997,0.272216796875,0.32791137695299999,0.31944274902300002,0.32066345214800002,0.34484863281200001,0.36293029785199998,0.35934448242200001,0.29159545898400002,0.26260375976599998,0.29159545898400002,0.32913208007799999,0.2783203125,0.28190612792999997,0.34118652343799999,0.34484863281200001,0.34118652343799999,0.31578063964800002
1.3500000000000001,0.28190612792999997,0.23353576660200001,0.22628784179700001,0.24078369140600001,0.24803161621100001,0.23475646972700001,0.272216796875,0.28678894042999997,0.28678894042999997,0.30609130859400002,0.32791137695299999,0.32066345214800002,0.25650024414099998,0.23719787597700001,0.24322509765600001,0.30128479003899999,0.23353576660200001,0.24925231933600001,0.29159545898400002,0.28678894042999997,0.29647827148400002,0.28312683105499997
1.3999999999999999,0.26741027832000003,0.21903991699200001,0.22628784179700001,0.22750854492200001,0.23231506347700001,0.22750854492200001,0.24803161621100001,0.24803161621100001,0.25650024414099998,0.277099609375,0.2783203125,0.28800964355499997,0.21659851074200001,0.21781921386700001,0.21781921386700001,0.25650024414099998,0.22384643554700001,0.22384643554700001,0.26985168457000003,0.25772094726599998,0.25413513183600001,0.25650024414099998
1.45,0.25413513183600001,0.21301269531200001,0.21659851074200001,0.22872924804700001,0.21659851074200001,0.22026062011700001,0.23597717285200001,0.23597717285200001,0.23597717285200001,0.24925231933600001,0.26138305664099998,0.26496887207000003,0.21415710449200001,0.21781921386700001,0.22026062011700001,0.24803161621100001,0.22262573242200001,0.21781921386700001,0.23841857910200001,0.24566650390600001,0.23841857910200001,0.23475646972700001
1.5,0.23956298828100001,0.21301269531200001,0.21781921386700001,0.22506713867200001,0.21301269531200001,0.22384643554700001,0.23353576660200001,0.22994995117200001,0.22506713867200001,0.24688720703100001,0.24688720703100001,0.24688720703100001,0.21301269531200001,0.21301269531200001,0.21301269531200001,0.26260375976599998,0.22872924804700001,0.21179199218799999,0.22994995117200001,0.22262573242200001,0.22872924804700001,0.23719787597700001
1.55,0.30372619628899999,0.22384643554700001,0.21903991699200001,0.24200439453100001,0.22872924804700001,0.24322509765600001,0.24322509765600001,0.24322509765600001,0.23109436035200001,0.24566650390600001,0.24444580078100001,0.24566650390600001,0.21781921386700001,0.23719787597700001,0.22384643554700001,0.22026062011700001,0.23353576660200001,0.23475646972700001,0.22872924804700001,0.22628784179700001,0.23597717285200001,0.23719787597700001
1.6000000000000001,0.31333923339800002,0.25527954101599998,0.24803161621100001,0.26863098144500003,0.25772094726599998,0.27107238769500003,0.26016235351599998,0.25650024414099998,0.25169372558600001,0.26741027832000003,0.25527954101599998,0.26374816894500003,0.24803161621100001,0.26496887207000003,0.23841857910200001,0.23475646972700001,0.26016235351599998,0.25894165039099998,0.26138305664099998,0.24566650390600001,0.24803161621100001,0.25772094726599998
1.6499999999999999,0.30128479003899999,0.31700134277300002,0.28434753417999997,0.32066345214800002,0.29525756835900002,0.33271789550800002,0.30609130859400002,0.28190612792999997,0.2783203125,0.28678894042999997,0.2783203125,0.279541015625,0.29884338378899999,0.30372619628899999,0.30128479003899999,0.26741027832000003,0.31822204589800002,0.31822204589800002,0.277099609375,0.27587890625,0.28068542480499997,0.28800964355499997
1.7,0.34240722656200001,0.35446166992200001,0.33027648925800002,0.36537170410199998,0.35568237304700001,0.37261962890599998,0.34362792968799999,0.33874511718799999,0.31578063964800002,0.31822204589800002,0.31455993652300002,0.30731201171900002,0.34484863281200001,0.37506103515599998,0.34240722656200001,0.31333923339800002,0.35690307617200001,0.36537170410199998,0.31455993652300002,0.31944274902300002,0.33027648925800002,0.32546997070299999
1.75,0.42945861816399999,0.39566040039099998,0.39199829101599998,0.40771484375,0.41252136230499997,0.408935546875,0.38475036621100001,0.37750244140599998,0.37384033203099998,0.36781311035199998,0.34965515136699998,0.36293029785199998,0.39566040039099998,0.406494140625,0.38833618164099998,0.36659240722699998,0.39566040039099998,0.40046691894500003,0.36056518554700001,0.35446166992200001,0.36537170410199998,0.38597106933600001
1.8,0.44158935546900002,0.46211242675800002,0.45608520507799999,0.48995971679700001,0.45249938964800002,0.48393249511699998,0.45127868652300002,0.43067932128899999,0.41496276855499997,0.40290832519500003,0.38230895996100001,0.39802551269500003,0.47058105468799999,0.46577453613300002,0.46699523925800002,0.40168762207000003,0.47424316406200001,0.44281005859400002,0.40046691894500003,0.411376953125,0.4052734375,0.42831420898400002
1.8500000000000001,0.55892944335899997,0.53474426269499997,0.50689697265599998,0.53230285644499997,0.50209045410200004,0.53474426269499997,0.49964904785199998,0.49964904785199998,0.46455383300800002,0.44639587402300002,0.44517517089800002,0.43678283691399999,0.52139282226600003,0.54801940918000003,0.51902770996100001,0.45608520507799999,0.52627563476600003,0.52749633789100003,0.45127868652300002,0.46577453613300002,0.48393249511699998,0.48149108886699998
1.8999999999999999,0.57098388671900002,0.58670043945299999,0.56976318359400002,0.57945251464799996,0.57464599609400002,0.61088562011699998,0.54679870605500003,0.538330078125,0.537109375,0.51902770996100001,0.49842834472699998,0.50811767578099998,0.56015014648399997,0.59280395507799999,0.56015014648399997,0.53352355956999997,0.57098388671900002,0.57220458984400002,0.52749633789100003,0.50933837890599998,0.537109375,0.54435729980500003
1.95,0.61088562011699998,0.63873291015599998,0.61820983886699998,0.65086364746100001,0.61332702636699998,0.65322875976600003,0.61576843261699998,0.58433532714799996,0.57945251464799996,0.55892944335899997,0.53596496581999997,0.54435729980500003,0.62667846679700001,0.63873291015599998,0.62545776367200001,0.57945251464799996,0.64353942871100001,0.62904357910200004,0.57586669921900002,0.57823181152299996,0.57098388671900002,0.59036254882799999
2,0.65444946289100003,0.69923400878899999,0.66169738769499997,0.69313049316399999,0.67863464355500003,0.69076538085899997,0.66535949706999997,0.65567016601600003,0.62667846679700001,0.60005187988300002,0.60127258300800002,0.58555603027299996,0.6689453125,0.68710327148399997,0.67741394043000003,0.62667846679700001,0.67741394043000003,0.69435119628899999,0.61332702636699998,0.62667846679700001,0.65567016601600003,0.64353942871100001
2.0499999999999998,0.71250915527299996,0.70892333984400002,0.72586059570299999,0.72219848632799999,0.71372985839799996,0.73669433593800004,0.69557189941399999,0.68954467773399997,0.68954467773399997,0.675048828125,0.64598083496100001,0.65444946289100003,0.71617126464799996,0.73066711425800002,0.70648193359400002,0.68351745605500003,0.71853637695299999,0.72341918945299999,0.67626953125,0.66413879394499997,0.68588256835899997,0.69679260253899999
2.1000000000000001,0.77056884765599998,0.76210021972700004,0.75485229492200001,0.75965881347700004,0.74394226074199998,0.76210021972700004,0.73547363281199996,0.71975708007799999,0.71853637695299999,0.69679260253899999,0.69313049316399999,0.69198608398399997,0.76698303222700004,0.77781677246100001,0.76576232910200004,0.72586059570299999,0.76812744140599998,0.75363159179700001,0.70770263671900002,0.71975708007799999,0.73547363281199996,0.72700500488300002
2.1499999999999999,0.74035644531199996,0.78269958496100001,0.78384399414100003,0.78750610351600003,0.77781677246100001,0.78750610351600003,0.76210021972700004,0.75485229492200001,0.74516296386699998,0.72097778320299999,0.72700500488300002,0.72097778320299999,0.78384399414100003,0.80322265625,0.77781677246100001,0.75965881347700004,0.79841613769499997,0.78750610351600003,0.74035644531199996,0.74272155761699998,0.77056884765599998,0.75851440429700001
2.2000000000000002,0.81169128418000003,0.83229064941399999,0.79475402831999997,0.79475402831999997,0.79475402831999997,0.806884765625,0.78025817871100001,0.77781677246100001,0.77659606933600001,0.75729370117200001,0.75729370117200001,0.75004577636699998,0.79963684081999997,0.80924987793000003,0.806884765625,0.79963684081999997,0.81291198730500003,0.81291198730500003,0.78147888183600001,0.78025817871100001,0.78628540039100003,0.79597473144499997
2.25,0.79353332519499997,0.806884765625,0.82740783691399999,0.80078125,0.79963684081999997,0.81169128418000003,0.79475402831999997,0.79719543456999997,0.79231262206999997,0.77545166015599998,0.77056884765599998,0.76576232910200004,0.82504272460899997,0.80810546875,0.82618713378899999,0.81169128418000003,0.82260131835899997,0.82740783691399999,0.80322265625,0.79719543456999997,0.79719543456999997,0.81657409668000003
2.2999999999999998,0.82015991210899997,0.80810546875,0.81771850585899997,0.79597473144499997,0.806884765625,0.804443359375,0.79475402831999997,0.806884765625,0.80078125,0.78025817871100001,0.78384399414100003,0.77781677246100001,0.82984924316399999,0.81169128418000003,0.82862854003899999,0.82504272460899997,0.82740783691399999,0.83106994628899999,0.81291198730500003,0.81413269043000003,0.804443359375,0.83106994628899999
2.3500000000000001,0.75607299804700001,0.806884765625,0.8056640625,0.78147888183600001,0.79475402831999997,0.78025817871100001,0.78750610351600003,0.79963684081999997,0.79719543456999997,0.78269958496100001,0.78147888183600001,0.78025817871100001,0.83343505859400002,0.8056640625,0.82862854003899999,0.83465576171900002,0.82984924316399999,0.83229064941399999,0.81771850585899997,0.82015991210899997,0.81657409668000003,0.84190368652299996
2.3999999999999999,0.78147888183600001,0.75965881347700004,0.802001953125,0.75607299804700001,0.77545166015599998,0.76812744140599998,0.76210021972700004,0.78025817871100001,0.78147888183600001,0.76812744140599998,0.77659606933600001,0.77659606933600001,0.78384399414100003,0.78384399414100003,0.79231262206999997,0.83587646484400002,0.78750610351600003,0.79116821289100003,0.81413269043000003,0.80924987793000003,0.8056640625,0.82382202148399997
2.4500000000000002,0.73547363281199996,0.73547363281199996,0.73425292968800004,0.72944641113300002,0.74157714843800004,0.72700500488300002,0.74157714843800004,0.74882507324199998,0.76812744140599998,0.75119018554700001,0.75607299804700001,0.75729370117200001,0.75363159179700001,0.72822570800800002,0.74638366699199998,0.81413269043000003,0.74638366699199998,0.75004577636699998,0.78750610351600003,0.77545166015599998,0.77423095703099998,0.80078125
